ID_Viagem,Data,Tipo_Frota,Placa_Veiculo,Motorista,Rota,Distancia_km,Carga_Toneladas,Valor_Frete_R$_Ton,Receita_Faturada_R$,Consumo_Diesel_L,Media_Consumo_km_l,Custo_Diesel_R$,Custo_Pedagio_R$,Custo_Manutencao_R$,Custo_Total_Viagem_R$,Margem_Lucro_R$,R$_Km,R$_Ton_Efetivo,Tempo_Rodando_h,Fila_Silo_h,Fila_Porto_Tombador_h,Tempo_Total_Ciclo_h,Score_Telemetria,Emissao_CO2_kg,Status_Entrega
VJ-10231,20/02/2026,Própria,PR-P024,Motorista_078,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.43,46.52,2299.48,71.4,1.96,439.11,85.0,63.0,767.11,1532.37,5.48,15.52,2.5,3.3,1.9,7.7,72,191.4,No Prazo
VJ-10232,20/02/2026,Dedicada,PR-D196,Motorista_017,Silo Realeza -> Transbordo Ferroviário (PR),280,50.06,95.17,4764.21,169.7,1.65,1043.66,160.0,0.0,1203.66,3560.55,4.3,24.04,4.8,3.3,1.0,9.1,62,454.8,No Prazo
VJ-10233,20/02/2026,Dedicada,PR-D094,Motorista_033,Silo Realeza -> Transbordo Ferroviário (PR),280,48.39,101.08,4891.26,153.0,1.83,940.95,160.0,0.0,1100.95,3790.31,3.93,22.75,5.1,1.1,1.9,8.1,94,410.0,No Prazo
VJ-10234,20/02/2026,Dedicada,PR-D155,Motorista_026,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.72,198.5,9670.92,331.4,1.75,2038.11,340.0,0.0,2378.11,7292.81,4.1,48.81,9.2,3.8,0.1,13.1,95,888.2,No Prazo
VJ-10235,20/02/2026,Dedicada,PR-D122,Motorista_039,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.57,198.04,9618.8,315.2,1.84,1938.48,340.0,0.0,2278.48,7340.32,3.93,46.91,9.6,3.4,8.3,21.3,65,844.7,No Prazo
VJ-10236,20/02/2026,Própria,PR-P019,Motorista_127,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.8,197.75,9650.2,308.5,2.01,1897.28,410.0,279.0,2766.28,6883.92,4.46,56.69,10.0,4.0,1.0,15.0,69,826.8,No Prazo
VJ-10237,20/02/2026,Dedicada,PR-D063,Motorista_073,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.8,219.88,10950.02,364.7,1.7,2242.91,410.0,0.0,2652.91,8297.11,4.28,53.27,11.4,2.7,1.2,15.3,94,977.4,No Prazo
VJ-10238,20/02/2026,Dedicada,PR-D173,Motorista_064,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,49.14,289.51,14226.52,1135.1,1.85,6980.86,180.0,0.0,7160.86,7065.66,3.41,145.72,36.4,2.8,3.2,42.4,72,3042.1,No Prazo
VJ-10239,20/02/2026,Dedicada,PR-D182,Motorista_016,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.91,203.76,10169.66,356.3,1.74,2191.25,410.0,0.0,2601.25,7568.41,4.2,52.12,10.4,1.1,0.7,12.2,89,954.9,No Prazo
VJ-10240,21/02/2026,Dedicada,PR-D132,Motorista_148,Silo Realeza -> Transbordo Ferroviário (PR),280,48.92,90.54,4429.22,168.7,1.66,1037.5,160.0,0.0,1197.5,3231.72,4.28,24.48,4.7,1.3,1.7,7.7,69,452.1,No Prazo
VJ-10241,21/02/2026,Dedicada,PR-D046,Motorista_080,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.27,204.22,9857.7,341.2,1.7,2098.38,340.0,0.0,2438.38,7419.32,4.2,50.52,9.4,2.8,0.3,12.5,62,914.4,No Prazo
VJ-10242,21/02/2026,Dedicada,PR-D128,Motorista_111,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.65,297.82,14488.94,1186.4,1.77,7296.36,180.0,0.0,7476.36,7012.58,3.56,153.68,34.5,1.8,16.0,52.3,94,3179.6,No Prazo
VJ-10243,21/02/2026,Dedicada,PR-D111,Motorista_038,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.2,195.26,9606.79,346.4,1.79,2130.36,410.0,0.0,2540.36,7066.43,4.1,51.63,10.9,3.3,0.6,14.8,83,928.4,Atrasado (Fila)
VJ-10244,21/02/2026,Dedicada,PR-D023,Motorista_135,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.66,51.3,2496.26,75.7,1.85,465.56,85.0,0.0,550.56,1945.7,3.93,11.31,2.5,3.2,0.5,6.2,60,202.9,Atrasado (Fila)
VJ-10245,21/02/2026,Dedicada,PR-D150,Motorista_095,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.17,203.96,9824.75,349.4,1.66,2148.81,340.0,0.0,2488.81,7335.94,4.29,51.67,9.9,3.4,8.9,22.2,89,936.4,Atrasado (Manutenção)
VJ-10246,21/02/2026,Dedicada,PR-D133,Motorista_131,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.05,206.9,10148.44,341.2,1.7,2098.38,340.0,0.0,2438.38,7710.06,4.2,49.71,10.3,0.7,3.9,14.9,79,914.4,No Prazo
VJ-10247,21/02/2026,Dedicada,PR-D022,Motorista_148,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.38,285.58,13816.36,1235.3,1.7,7597.1,180.0,0.0,7777.1,6039.26,3.7,160.75,34.6,3.1,0.6,38.3,92,3310.6,No Prazo
VJ-10248,21/02/2026,Própria,PR-P012,Motorista_027,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.74,205.9,10241.47,305.4,2.03,1878.21,410.0,279.0,2747.21,7494.26,4.43,55.23,11.4,1.5,1.9,14.8,92,818.5,No Prazo
VJ-10249,21/02/2026,Dedicada,PR-D100,Motorista_071,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.22,198.57,9773.62,331.4,1.75,2038.11,340.0,0.0,2378.11,7395.51,4.1,48.32,9.3,1.7,3.6,14.6,65,888.2,No Prazo
VJ-10250,21/02/2026,Dedicada,PR-D095,Motorista_003,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.03,202.92,9949.17,308.5,1.88,1897.28,340.0,0.0,2237.28,7711.89,3.86,45.63,9.4,1.8,11.5,22.7,68,826.8,No Prazo
VJ-10251,21/02/2026,Dedicada,PR-D006,Motorista_019,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.66,59.72,2965.7,84.3,1.66,518.45,85.0,0.0,603.45,2362.25,4.31,12.15,2.5,3.6,0.5,6.6,87,225.9,No Prazo
VJ-10252,22/02/2026,Dedicada,PR-D133,Motorista_067,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.0,53.4,2616.6,77.3,1.81,475.4,85.0,0.0,560.4,2056.2,4.0,11.44,2.4,2.7,1.4,6.5,61,207.2,No Prazo
VJ-10253,22/02/2026,Dedicada,PR-D001,Motorista_062,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,49.09,298.35,14646.0,1153.8,1.82,7095.87,180.0,0.0,7275.87,7370.13,3.46,148.21,36.4,1.3,0.9,38.6,82,3092.2,No Prazo
VJ-10254,22/02/2026,Dedicada,PR-D010,Motorista_028,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.3,56.09,2709.15,75.7,1.85,465.56,85.0,0.0,550.56,2158.59,3.93,11.4,2.7,2.5,0.7,5.9,81,202.9,No Prazo
VJ-10255,22/02/2026,Dedicada,PR-D104,Motorista_101,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.09,193.58,9502.84,341.2,1.7,2098.38,340.0,0.0,2438.38,7064.46,4.2,49.67,9.8,2.5,3.1,15.4,92,914.4,No Prazo
VJ-10256,22/02/2026,Dedicada,PR-D116,Motorista_023,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.26,191.84,9641.88,327.7,1.77,2015.36,340.0,0.0,2355.36,7286.52,4.06,46.86,9.5,2.8,3.1,15.4,61,878.2,No Prazo
VJ-10257,22/02/2026,Dedicada,PR-D116,Motorista_023,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.05,193.58,9688.68,324.0,1.79,1992.6,340.0,0.0,2332.6,7356.08,4.02,46.61,10.2,2.9,4.4,17.5,61,868.3,No Prazo
VJ-10258,22/02/2026,Dedicada,PR-D045,Motorista_049,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,50.03,212.09,10610.86,373.5,1.66,2297.02,410.0,0.0,2707.02,7903.84,4.37,54.11,11.7,1.1,1.0,13.8,67,1001.0,No Prazo
VJ-10259,22/02/2026,Dedicada,PR-D108,Motorista_138,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.62,209.34,10178.11,350.3,1.77,2154.35,410.0,0.0,2564.35,7613.76,4.14,52.74,10.7,3.6,1.3,15.6,62,938.8,No Prazo
VJ-10260,22/02/2026,Dedicada,PR-D032,Motorista_081,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,49.38,310.78,15346.32,1179.8,1.78,7255.77,180.0,0.0,7435.77,7910.55,3.54,150.58,33.6,3.2,6.1,42.9,72,3161.9,No Prazo
VJ-10261,22/02/2026,Dedicada,PR-D176,Motorista_148,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.21,195.59,9429.39,364.7,1.7,2242.91,410.0,0.0,2652.91,6776.48,4.28,55.03,11.5,3.5,0.7,15.7,77,977.4,No Prazo
VJ-10262,22/02/2026,Própria,PR-P038,Motorista_008,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.41,197.8,9971.1,306.9,1.89,1887.44,340.0,261.0,2668.44,7302.66,4.6,52.93,10.2,2.6,11.7,24.5,83,822.5,No Prazo
VJ-10263,22/02/2026,Dedicada,PR-D178,Motorista_043,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.0,199.27,9764.23,343.2,1.69,2110.68,340.0,0.0,2450.68,7313.55,4.23,50.01,10.0,1.0,2.0,13.0,81,919.8,No Prazo
VJ-10264,23/02/2026,Dedicada,PR-D145,Motorista_095,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.62,52.95,2627.38,78.7,1.78,484.01,85.0,0.0,569.01,2058.37,4.06,11.47,2.4,1.0,1.9,5.3,89,210.9,No Prazo
VJ-10265,23/02/2026,Própria,PR-P012,Motorista_057,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.26,208.36,10055.45,299.0,1.94,1838.85,340.0,261.0,2619.85,7435.6,4.52,54.29,10.6,3.8,11.0,25.4,83,801.3,No Prazo
VJ-10266,23/02/2026,Dedicada,PR-D022,Motorista_006,Silo Realeza -> Transbordo Ferroviário (PR),280,48.01,92.18,4425.56,149.7,1.87,920.66,160.0,0.0,1080.66,3344.9,3.86,22.51,5.2,2.0,1.7,8.9,61,401.2,No Prazo
VJ-10267,23/02/2026,Dedicada,PR-D145,Motorista_094,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.86,206.67,10097.9,337.2,1.72,2073.78,340.0,0.0,2413.78,7684.12,4.16,49.4,10.7,3.9,13.8,28.4,84,903.7,No Prazo
VJ-10268,23/02/2026,Dedicada,PR-D132,Motorista_081,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.32,202.24,9974.48,354.3,1.75,2178.95,410.0,0.0,2588.95,7385.53,4.18,52.49,10.3,3.7,1.1,15.1,64,949.5,No Prazo
VJ-10269,23/02/2026,Dedicada,PR-D153,Motorista_087,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.4,204.43,9894.41,315.2,1.84,1938.48,340.0,0.0,2278.48,7615.93,3.93,47.08,9.2,2.4,5.1,16.7,83,844.7,No Prazo
VJ-10270,23/02/2026,Dedicada,PR-D169,Motorista_053,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.9,185.32,9062.15,329.5,1.76,2026.43,340.0,0.0,2366.43,6695.72,4.08,48.39,10.3,1.1,0.2,11.6,81,883.1,No Prazo
VJ-10271,23/02/2026,Dedicada,PR-D161,Motorista_140,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.82,205.77,10251.46,339.2,1.71,2086.08,340.0,0.0,2426.08,7825.38,4.18,48.7,9.4,3.6,10.2,23.2,72,909.1,No Prazo
VJ-10272,23/02/2026,Dedicada,PR-D020,Motorista_121,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.16,193.41,9508.04,342.5,1.81,2106.38,410.0,0.0,2516.38,6991.66,4.06,51.19,11.4,2.6,1.2,15.2,84,917.9,No Prazo
VJ-10273,23/02/2026,Dedicada,PR-D159,Motorista_005,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.06,197.45,9686.9,310.2,1.87,1907.73,340.0,0.0,2247.73,7439.17,3.88,45.82,9.8,2.3,7.9,20.0,99,831.3,No Prazo
VJ-10274,23/02/2026,Própria,PR-P003,Motorista_039,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.12,208.8,10256.26,300.5,1.93,1848.08,340.0,261.0,2629.08,7627.18,4.53,53.52,9.3,0.5,5.8,15.6,62,805.3,No Prazo
VJ-10275,23/02/2026,Dedicada,PR-D067,Motorista_022,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.94,206.45,10103.66,320.4,1.81,1970.46,340.0,0.0,2310.46,7793.2,3.98,47.21,11.0,0.7,0.5,12.2,98,858.7,No Prazo
VJ-10276,24/02/2026,Dedicada,PR-D205,Motorista_081,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.58,213.02,10348.51,366.9,1.69,2256.44,410.0,0.0,2666.44,7682.07,4.3,54.89,11.9,2.8,1.0,15.7,66,983.3,No Prazo
VJ-10277,24/02/2026,Dedicada,PR-D034,Motorista_119,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.92,190.44,9506.76,315.2,1.84,1938.48,340.0,0.0,2278.48,7228.28,3.93,45.64,9.5,2.7,6.3,18.5,66,844.7,No Prazo
VJ-10278,24/02/2026,Própria,PR-P008,Motorista_048,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.88,189.71,9462.73,287.1,2.02,1765.67,340.0,261.0,2546.67,6916.06,4.39,51.06,10.6,3.9,10.9,25.4,75,769.4,No Prazo
VJ-10279,24/02/2026,Dedicada,PR-D089,Motorista_092,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.91,45.1,2250.94,82.4,1.7,506.76,85.0,0.0,591.76,1659.18,4.23,11.86,2.6,0.9,0.5,4.0,83,220.8,No Prazo
VJ-10280,24/02/2026,Dedicada,PR-D139,Motorista_015,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.7,186.47,9267.56,347.3,1.67,2135.9,340.0,0.0,2475.9,6791.66,4.27,49.82,11.0,1.2,2.6,14.8,66,930.8,Atrasado (Fila)
VJ-10281,24/02/2026,Dedicada,PR-D103,Motorista_077,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.39,56.54,2849.05,84.3,1.66,518.45,85.0,0.0,603.45,2245.6,4.31,11.98,2.6,3.4,1.7,7.7,70,225.9,Atrasado (Manutenção)
VJ-10282,24/02/2026,Dedicada,PR-D004,Motorista_067,Silo Realeza -> Transbordo Ferroviário (PR),280,49.2,105.11,5171.41,148.9,1.88,915.74,160.0,0.0,1075.74,4095.67,3.84,21.86,4.8,0.8,1.1,6.7,66,399.1,No Prazo
VJ-10283,24/02/2026,Dedicada,PR-D010,Motorista_011,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.21,45.44,2190.66,83.3,1.68,512.29,85.0,0.0,597.29,1593.37,4.27,12.39,2.5,0.9,1.8,5.2,87,223.2,No Prazo
VJ-10284,24/02/2026,Dedicada,PR-D037,Motorista_147,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.05,59.8,2933.19,83.3,1.68,512.29,85.0,0.0,597.29,2335.9,4.27,12.18,2.4,1.1,1.1,4.6,94,223.2,No Prazo
VJ-10285,24/02/2026,Própria,PR-P037,Motorista_135,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.41,201.84,9972.91,313.5,1.85,1928.02,340.0,261.0,2709.02,7263.89,4.67,54.83,9.4,2.1,11.0,22.5,98,840.2,No Prazo
VJ-10286,24/02/2026,Dedicada,PR-D089,Motorista_075,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.59,46.05,2237.57,81.4,1.72,500.61,85.0,0.0,585.61,1651.96,4.18,12.05,2.5,2.6,1.9,7.0,95,218.2,No Prazo
VJ-10287,24/02/2026,Dedicada,PR-D073,Motorista_049,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,48.03,196.97,9460.47,337.0,1.84,2072.55,410.0,0.0,2482.55,6977.92,4.0,51.69,11.9,1.8,1.0,14.7,94,903.2,No Prazo
VJ-10288,25/02/2026,Dedicada,PR-D061,Motorista_114,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.51,56.95,2819.59,75.7,1.85,465.56,85.0,0.0,550.56,2269.03,3.93,11.12,2.6,0.7,0.5,3.8,78,202.9,Atrasado (Manutenção)
VJ-10289,25/02/2026,Própria,PR-P007,Motorista_070,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.15,51.02,2558.65,68.6,2.04,421.89,85.0,63.0,749.89,1808.76,5.36,14.95,2.7,2.7,0.9,6.3,63,183.8,No Prazo
VJ-10290,25/02/2026,Própria,PR-P036,Motorista_137,Silo Realeza -> Transbordo Ferroviário (PR),280,48.77,93.08,4539.51,136.6,2.05,840.09,160.0,126.0,1306.09,3233.42,4.66,26.78,4.6,3.1,0.9,8.6,96,366.1,No Prazo
VJ-10291,25/02/2026,Dedicada,PR-D042,Motorista_076,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.46,188.68,9143.43,331.4,1.75,2038.11,340.0,0.0,2378.11,6765.32,4.1,49.07,11.1,2.1,1.6,14.8,80,888.2,No Prazo
VJ-10292,25/02/2026,Dedicada,PR-D119,Motorista_036,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.7,283.35,13799.15,1265.1,1.66,7780.36,180.0,0.0,7960.36,5838.79,3.79,163.46,39.9,0.7,10.1,50.7,75,3390.5,No Prazo
VJ-10293,25/02/2026,Dedicada,PR-D105,Motorista_085,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.77,56.02,2732.1,81.9,1.71,503.69,85.0,0.0,588.69,2143.41,4.2,12.07,2.3,1.0,0.6,3.9,98,219.5,No Prazo
VJ-10294,25/02/2026,Dedicada,PR-D015,Motorista_147,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.66,180.05,8761.23,324.0,1.79,1992.6,340.0,0.0,2332.6,6428.63,4.02,47.94,10.6,1.9,3.8,16.3,62,868.3,No Prazo
VJ-10295,25/02/2026,Dedicada,PR-D185,Motorista_081,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.1,205.44,10087.1,310.2,1.87,1907.73,340.0,0.0,2247.73,7839.37,3.88,45.78,10.5,3.0,6.2,19.7,89,831.3,No Prazo
VJ-10296,25/02/2026,Dedicada,PR-D088,Motorista_102,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.88,190.07,9480.69,313.5,1.85,1928.02,340.0,0.0,2268.02,7212.67,3.91,45.47,10.7,1.8,1.6,14.1,86,840.2,No Prazo
VJ-10297,25/02/2026,Dedicada,PR-D136,Motorista_014,Silo Realeza -> Transbordo Ferroviário (PR),280,49.84,108.57,5411.13,165.7,1.69,1019.06,160.0,0.0,1179.06,4232.07,4.21,23.66,4.9,3.1,1.2,9.2,61,444.1,No Prazo
VJ-10298,25/02/2026,Dedicada,PR-D067,Motorista_003,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.72,282.25,13751.22,1173.2,1.79,7215.18,180.0,0.0,7395.18,6356.04,3.52,151.79,36.9,3.7,4.3,44.9,74,3144.2,No Prazo
VJ-10299,25/02/2026,Própria,PR-P010,Motorista_039,Silo Realeza -> Transbordo Ferroviário (PR),280,48.3,91.31,4410.27,144.3,1.94,887.45,160.0,126.0,1353.45,3056.82,4.83,28.02,4.5,2.7,0.6,7.8,60,386.7,No Prazo
VJ-10300,26/02/2026,Dedicada,PR-D054,Motorista_113,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.72,187.09,9115.02,339.2,1.71,2086.08,340.0,0.0,2426.08,6688.94,4.18,49.8,10.5,3.8,5.5,19.8,83,909.1,No Prazo
VJ-10301,26/02/2026,Dedicada,PR-D115,Motorista_107,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.37,214.38,10583.94,358.4,1.73,2204.16,410.0,0.0,2614.16,7969.78,4.22,52.95,11.5,3.7,1.4,16.6,80,960.5,No Prazo
VJ-10302,26/02/2026,Dedicada,PR-D207,Motorista_093,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.09,192.03,9234.72,325.8,1.78,2003.67,340.0,0.0,2343.67,6891.05,4.04,48.74,9.4,2.1,16.1,27.6,81,873.1,No Prazo
VJ-10303,26/02/2026,Dedicada,PR-D035,Motorista_148,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.72,212.98,10589.37,331.6,1.87,2039.34,410.0,0.0,2449.34,8140.03,3.95,49.26,10.7,2.9,1.6,15.2,79,888.7,No Prazo
VJ-10304,26/02/2026,Própria,PR-P017,Motorista_043,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.22,199.22,10004.83,291.5,1.99,1792.72,340.0,261.0,2573.72,7431.11,4.44,51.25,10.4,2.3,0.7,13.4,91,781.2,No Prazo
VJ-10305,26/02/2026,Dedicada,PR-D030,Motorista_055,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.73,50.59,2465.25,74.9,1.87,460.64,85.0,0.0,545.64,1919.61,3.9,11.2,2.7,4.0,1.2,7.9,98,200.7,No Prazo
VJ-10306,26/02/2026,Dedicada,PR-D162,Motorista_084,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.65,49.95,2430.07,75.7,1.85,465.56,85.0,0.0,550.56,1879.51,3.93,11.32,2.4,3.6,1.7,7.7,88,202.9,No Prazo
VJ-10307,26/02/2026,Dedicada,PR-D151,Motorista_083,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.45,56.06,2828.23,83.8,1.67,515.37,85.0,0.0,600.37,2227.86,4.29,11.9,2.2,1.7,1.2,5.1,96,224.6,No Prazo
VJ-10308,26/02/2026,Dedicada,PR-D076,Motorista_014,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.43,191.24,9452.99,349.4,1.66,2148.81,340.0,0.0,2488.81,6964.18,4.29,50.35,10.3,3.9,8.0,22.2,93,936.4,No Prazo
VJ-10309,26/02/2026,Dedicada,PR-D117,Motorista_113,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,50.36,195.11,9825.74,349.4,1.66,2148.81,340.0,0.0,2488.81,7336.93,4.29,49.42,9.3,1.0,2.4,12.7,69,936.4,No Prazo
VJ-10310,26/02/2026,Dedicada,PR-D024,Motorista_046,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.01,46.37,2318.96,75.3,1.86,463.1,85.0,0.0,548.1,1770.86,3.92,10.96,2.5,3.5,1.3,7.3,73,201.8,No Prazo
VJ-10311,26/02/2026,Dedicada,PR-D168,Motorista_108,Silo Pato Branco -> Indústria Esmagadora (PR),140,50.33,52.63,2648.87,84.3,1.66,518.45,85.0,0.0,603.45,2045.42,4.31,11.99,2.5,2.4,1.1,6.0,68,225.9,No Prazo
VJ-10312,27/02/2026,Própria,PR-P014,Motorista_039,Silo Pato Branco -> Indústria Esmagadora (PR),140,49.61,56.81,2818.34,76.1,1.84,468.02,85.0,63.0,796.02,2022.32,5.69,16.05,2.6,1.6,0.9,5.1,77,203.9,No Prazo
VJ-10313,27/02/2026,Dedicada,PR-D070,Motorista_135,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.49,187.45,9089.45,316.9,1.83,1948.94,340.0,0.0,2288.94,6800.51,3.95,47.2,10.1,2.7,2.5,15.3,75,849.3,No Prazo
VJ-10314,27/02/2026,Própria,PR-P013,Motorista_015,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.24,303.45,14638.43,1093.8,1.92,6726.87,180.0,945.0,8031.87,6606.56,3.82,166.5,40.4,0.9,1.4,42.7,63,2931.4,No Prazo
VJ-10315,27/02/2026,Própria,PR-P020,Motorista_126,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.6,308.12,14974.63,1147.5,1.83,7057.12,180.0,945.0,8362.12,6612.51,3.98,172.06,34.3,4.0,4.4,42.7,84,3075.3,No Prazo
VJ-10316,27/02/2026,Dedicada,PR-D002,Motorista_003,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,49.92,291.04,14528.72,1123.0,1.87,6906.45,180.0,0.0,7086.45,7442.27,3.37,141.96,40.0,1.1,13.5,54.6,84,3009.6,No Prazo
VJ-10317,27/02/2026,Própria,PR-P014,Motorista_007,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.76,59.89,2920.24,69.3,2.02,426.2,85.0,63.0,754.2,2166.04,5.39,15.47,2.4,0.6,1.1,4.1,73,185.7,No Prazo
VJ-10318,27/02/2026,Dedicada,PR-D154,Motorista_071,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,49.85,206.11,10274.58,313.5,1.85,1928.02,340.0,0.0,2268.02,8006.56,3.91,45.5,9.9,3.9,0.7,14.5,79,840.2,No Prazo
VJ-10319,27/02/2026,Dedicada,PR-D166,Motorista_137,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,50.07,216.54,10842.16,331.6,1.87,2039.34,410.0,0.0,2449.34,8392.82,3.95,48.92,10.9,2.2,1.9,15.0,92,888.7,No Prazo
VJ-10320,27/02/2026,Dedicada,PR-D109,Motorista_074,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.75,51.38,2504.78,83.3,1.68,512.29,85.0,0.0,597.29,1907.49,4.27,12.25,2.3,3.9,0.6,6.8,60,223.2,No Prazo
VJ-10321,27/02/2026,Dedicada,PR-D108,Motorista_033,Silo Francisco Beltrão -> Porto de Paranaguá (PR),580,48.52,204.48,9921.37,345.2,1.68,2122.98,340.0,0.0,2462.98,7458.39,4.25,50.76,10.3,1.9,3.0,15.2,82,925.1,No Prazo
VJ-10322,27/02/2026,Própria,PR-P038,Motorista_057,Silo Pato Branco -> Indústria Esmagadora (PR),140,48.21,45.61,2198.86,73.3,1.91,450.8,85.0,63.0,778.8,1420.06,5.56,16.15,2.5,2.6,1.5,6.6,84,196.4,No Prazo
VJ-10323,27/02/2026,Própria,PR-P031,Motorista_086,Silo Realeza -> Transbordo Ferroviário (PR),280,48.25,102.39,4940.32,150.5,1.86,925.58,160.0,126.0,1391.58,3548.74,4.97,28.84,4.5,3.3,0.5,8.3,78,403.3,No Prazo
VJ-10324,28/02/2026,Dedicada,PR-D177,Motorista_069,Silo Realeza -> Transbordo Ferroviário (PR),280,49.73,102.61,5102.8,150.5,1.86,925.58,160.0,0.0,1085.58,4017.22,3.88,21.83,4.9,2.5,1.9,9.3,64,403.3,No Prazo
VJ-10325,28/02/2026,Dedicada,PR-D132,Motorista_001,Silo Capanema -> Porto de Itaqui (MA) [Arco Norte],2100,48.9,319.83,15639.69,1235.3,1.7,7597.1,180.0,0.0,7777.1,7862.59,3.7,159.04,34.2,2.1,9.8,46.1,85,3310.6,No Prazo
VJ-10326,28/02/2026,Dedicada,PR-D191,Motorista_036,Silo Dois Vizinhos -> Terminal Mairinque (SP),620,49.38,192.32,9496.76,335.1,1.85,2060.87,410.0,0.0,2470.87,7025.89,3.99,50.04,11.5,1.6,0.7,13.8,96,898.1,No Prazo
